0.01742,23.347,-1.4653,0
8.6757,23.355,2.4822,0
12.602,23.351,3.0942,0
16.583,23.355,0.40917,0.40917
20.202,23.357,2.0683,0
25.607,23.354,-2.4081,-4.4763
28.916,23.36,-3.1309,-5.1992
32.145,23.359,-2.5039,-4.5722
35.395,23.358,1.2649,-0.80344
38.625,23.358,0.83498,-1.2333
41.853,23.359,0.47014,-1.5982
45.036,23.362,-2.7711,-4.8394
48.223,23.366,-0.39055,-2.4588
51.43,23.369,2.4796,0.41134
54.646,23.357,0.28834,-1.78
57.836,23.362,0.35253,-1.7158
61.058,23.362,-0.50552,-2.5738
